Wafer_ID,Batch_ID,Timestamp,Chamber_Vacuum_Torr,Gas_Flow_SiH4_sccm,RF_Reflected_Power_W,Plasma_Density_e11_cm3,Etch_Rate_A_min,CMP_Pad_Wear_um,Deposition_Temp_C,Photolitho_Dose_mJ_cm2,Leakage_Current_uA,Chamber_Pressure_mTorr,Wafer_Thickness_um,Wafer_Bow_um,Gate_Oxide_Thickness_A,Particle_Count_10nm,Wafer_Resistivity_Ohm_cm,Yield_Status
WFR-2315,FAB-BATCH-118,26-08-2026 21:12,1.2504,158.25,445.09,10.795,2155.3,37.08,344.77,25.02,0.0582,12.88,775.44,13.09,45.9,9,1.768,0
WFR-2316,FAB-BATCH-118,26-08-2026 21:40,1.1975,153.66,462.07,12.979,2261.6,37.13,357.32,25.06,0.0535,12.48,778.15,12.89,44.97,13,1.673,0
WFR-2317,FAB-BATCH-118,26-08-2026 22:08,1.2074,152.17,436.47,11.93,2162.9,37.01,359.78,25.21,,11.07,776,11.92,44.2,15,1.753,0
WFR-2318,FAB-BATCH-118,26-08-2026 22:36,1.2378,151.66,463.53,12.623,2249.7,38.26,336.65,24.84,0.0548,11.62,774.63,11.27,46.69,19,1.957,0
WFR-2319,FAB-BATCH-118,26-08-2026 23:04,1.2256,151.77,451.85,11.625,2214.2,39.62,359.06,24.6,0.0483,12.12,772.63,13.1,45.21,9,1.835,0
WFR-2320,FAB-BATCH-118,26-08-2026 23:32,1.2425,141.33,445.96,12.314,2127.6,39.73,366.48,25.03,0.0397,12.16,778.75,10.45,45.51,16,1.859,0
WFR-2321,FAB-BATCH-118,27-08-2026 00:00,1.2523,148.75,449.76,12.524,2225.4,40.51,352.02,24.06,0.0411,11.25,777.32,12.18,46.73,12,1.745,0
WFR-2322,FAB-BATCH-118,27-08-2026 00:28,1.2712,153.8,448.71,12.688,2195.3,42.99,354.79,23.37,0.0401,12.58,771.88,9.44,44.82,24,1.857,0
WFR-2323,FAB-BATCH-118,27-08-2026 00:56,1.2472,149.78,464.64,11.72,2181.8,41.38,358.3,25.08,0.0665,12.41,775.09,10.9,48.09,18,1.748,0
WFR-2324,FAB-BATCH-118,27-08-2026 01:24,1.2695,143.68,437.08,13.338,2209.8,40.1,347.8,25.49,0.0502,12.24,775.36,11.45,44.33,8,1.762,0
WFR-2325,FAB-BATCH-118,27-08-2026 01:52,1.2526,149.76,440.85,12.082,2219,43.72,351.46,23.61,,12.68,774.14,13.82,48,12,1.81,0
WFR-2326,FAB-BATCH-118,27-08-2026 02:20,1.171,157.67,462.44,11.328,2228.3,39.77,339.49,25.16,0.0682,12.23,776.93,13.33,43.54,12,1.895,0
WFR-2327,FAB-BATCH-118,27-08-2026 02:48,1.2124,155.61,442.85,12.424,2247.1,40.89,351.11,25.84,0.0217,12.22,777.08,11.84,45.78,11,1.905,0
WFR-2328,FAB-BATCH-118,27-08-2026 03:16,1.2442,149.72,460.81,12.524,2216.3,44.27,353.98,24.5,0.0653,12.78,774.52,13.38,44.04,19,1.908,0
WFR-2329,FAB-BATCH-118,27-08-2026 03:44,1.2016,154.28,470.39,12.612,2145,45.18,354.13,23.85,0.0507,12.55,774.3,13.57,46.68,8,1.691,0
WFR-2330,FAB-BATCH-118,27-08-2026 04:12,1.274,148.35,445.18,13.453,2181.1,42.21,358.52,24.6,0.0552,11.58,778.75,12.31,44.28,20,1.849,0
WFR-2331,FAB-BATCH-118,27-08-2026 04:40,1.3112,142.33,458.18,12.334,2317.7,44.48,343.8,24.06,0.0401,12.32,777.33,10.84,45.44,10,1.83,0
WFR-2332,FAB-BATCH-118,27-08-2026 05:08,1.2988,145.84,436.16,12.416,2229,44.59,345.74,24.01,0.0409,11.67,775.18,12.25,44.02,12,1.697,0
WFR-2333,FAB-BATCH-118,27-08-2026 05:36,1.2415,157.03,459.06,11.728,2294.8,45.38,365.16,24.85,0.0559,12.25,770.93,12.38,46.41,16,1.852,0
WFR-2334,FAB-BATCH-118,27-08-2026 06:04,1.3096,148.77,452.39,13.074,2255.8,48.79,348.8,23.22,,12.24,775.86,11.02,44.02,10,1.825,0
WFR-2335,FAB-BATCH-118,27-08-2026 06:32,1.2559,148.9,455.68,12.629,2209.7,48.86,351.6,23.34,0.062,11.31,776.75,12.94,47.53,14,1.901,1
WFR-2336,FAB-BATCH-118,27-08-2026 07:00,1.2365,148.65,442.25,12.206,2212.1,47.96,349.46,24.52,0.0652,11.94,768.11,12.84,43.51,9,1.858,1
WFR-2337,FAB-BATCH-118,27-08-2026 07:28,1.2255,158.57,430.07,11.167,2198.5,47.46,343.43,24.48,0.0477,12.13,775.63,13.03,42.98,14,1.795,0
WFR-2338,FAB-BATCH-118,27-08-2026 07:56,1.2379,157.32,456.04,13.511,2130.5,46.4,362.99,24.77,0.0428,11.78,773.96,12.83,46.43,12,1.943,0
WFR-2339,FAB-BATCH-118,27-08-2026 08:24,1.2345,159.98,425.24,11.641,2200.7,52.49,345.78,26,0.0406,12.16,774.45,13.38,44.11,20,1.628,0
WFR-2340,FAB-BATCH-118,27-08-2026 08:52,1.2568,149.28,446.19,12.086,2248.4,51.38,340.98,24.58,0.0441,12.4,772.73,12.28,44.99,16,1.844,0
WFR-2341,FAB-BATCH-118,27-08-2026 09:20,1.2564,151.33,461.29,12.751,2176,49.34,346.39,24.98,0.0254,11.98,774.63,12.74,44.52,17,1.674,0
WFR-2342,FAB-BATCH-118,27-08-2026 09:48,1.2501,143.18,452.3,11.662,2216.5,52.74,333.99,23.72,0.0413,12.11,778.48,12.02,43.03,14,1.759,0
WFR-2343,FAB-BATCH-118,27-08-2026 10:16,1.2675,156.65,473.38,11.455,2234.1,51.71,344.79,25.11,0.0433,12.69,773.88,11.8,44.88,18,1.902,0
WFR-2344,FAB-BATCH-118,27-08-2026 10:44,1.2976,144.74,462.3,11.013,2163.6,51.83,342.25,24.08,0.0479,12.24,777.41,14.11,46.9,16,1.723,0
WFR-2345,FAB-BATCH-118,27-08-2026 11:12,1.288,150.98,442.15,13.005,2181.9,53.82,354.94,24.56,0.0516,12.1,772.98,10.05,46.5,10,1.708,0
WFR-2346,FAB-BATCH-118,27-08-2026 11:40,1.1906,145.06,450.33,12.118,2159.3,52.02,344.61,24.41,0.0543,11.52,776.9,13.55,45.35,13,2.088,0
WFR-2347,FAB-BATCH-118,27-08-2026 12:08,1.1478,147.35,449.43,14.549,2167.1,53.36,357.1,25.33,0.0498,12.34,775,11.76,46.67,14,1.714,0
WFR-2348,FAB-BATCH-118,27-08-2026 12:36,1.2874,146.23,431.01,11.804,2148.5,54.84,361.19,23.45,0.043,12.17,775.88,11.6,43.41,16,2.015,0
WFR-2349,FAB-BATCH-118,27-08-2026 13:04,1.1953,147.26,438.72,11.855,2164,54.15,356.25,22.67,0.0264,12.64,775.02,12.81,44.51,9,1.833,0
WFR-2350,FAB-BATCH-118,27-08-2026 13:32,1.241,147.57,443.27,12.104,2256.8,57.04,348.28,24.33,0.0431,12.02,776.6,10.71,45.59,14,1.798,0
WFR-2351,FAB-BATCH-119,27-08-2026 14:00,1.2032,147.53,425.57,12.67,2163.4,18.74,351.13,24.87,0.0383,11.09,768.58,11.52,44.8,19,1.907,0
WFR-2352,FAB-BATCH-119,27-08-2026 14:28,1.1779,153.75,450.57,12.171,2205.1,14.04,337.8,24.62,0.0556,11.15,771.45,11.48,44.63,21,1.984,0
WFR-2353,FAB-BATCH-119,27-08-2026 14:56,1.2717,145.03,447.01,12.929,2179.9,12.77,348.93,25.49,0.0609,12.37,776.04,12.23,43.2,13,1.735,0
WFR-2354,FAB-BATCH-119,27-08-2026 15:24,1.2804,150.99,429.93,11.815,2247.2,12.65,343.12,24.85,0.0613,11.71,769.89,11.54,41.88,12,1.799,0
WFR-2355,FAB-BATCH-119,27-08-2026 15:52,1.2269,155.48,454.85,11.533,2252.4,16.9,355.55,24.05,0.0591,12.22,773.67,14.42,46.23,15,1.935,0
WFR-2356,FAB-BATCH-119,27-08-2026 16:20,1.1464,147.69,458.59,11.241,2234.6,16.42,370.58,22.64,0.0484,12.06,774.86,14.66,45.36,9,1.879,0
WFR-2357,FAB-BATCH-119,27-08-2026 16:48,1.2282,146.77,452.72,10.943,2212.2,18.72,354,24.31,0.0437,11.92,772.93,10.07,46.35,12,1.96,0
WFR-2358,FAB-BATCH-119,27-08-2026 17:16,1.2657,148.96,446.11,12.137,2190.8,19.12,334.07,25.32,0.041,11.95,773.27,13.15,44.34,15,1.902,0
WFR-2359,FAB-BATCH-119,27-08-2026 17:44,1.1908,155.31,457.1,12.289,2152.3,16.19,347.11,24.19,0.0319,11.57,775.68,13.53,43.93,12,2.031,0
WFR-2360,FAB-BATCH-119,27-08-2026 18:12,1.2573,150.87,458.16,12.058,2277.7,16.32,350.98,24.52,0.0619,11.99,777.52,13.15,45.01,19,1.868,0
WFR-2361,FAB-BATCH-119,27-08-2026 18:40,1.2494,147.61,453.69,13.37,2169.6,21.09,350.7,24.84,0.0479,11.71,772.6,11.71,46.28,19,1.872,0
WFR-2362,FAB-BATCH-119,27-08-2026 19:08,1.2732,152.18,440.1,13.36,2226.5,21.32,344.15,23.69,0.035,11.81,773.56,12.21,44.65,13,1.882,0
WFR-2363,FAB-BATCH-119,27-08-2026 19:36,1.2548,145.04,453.32,12.266,2242.4,20.75,351.96,25,0.0401,11.84,773.17,11.6,46.2,12,1.836,0
WFR-2364,FAB-BATCH-119,27-08-2026 20:04,1.2111,153.07,464.35,11.244,2177.8,18.84,340.06,25.81,0.0396,11.89,768.95,12,43.49,19,1.935,0
WFR-2365,FAB-BATCH-119,27-08-2026 20:32,1.2979,151.84,442.84,12.103,2241.5,23.64,342.44,24.36,0.0505,12.46,775.35,11.05,44.76,11,1.874,0
WFR-2366,FAB-BATCH-119,27-08-2026 21:00,1.2437,148.61,475.18,12.08,2230.6,25.79,355.17,23.6,0.0628,11.94,777.34,12.36,44.89,14,1.929,0
WFR-2367,FAB-BATCH-119,27-08-2026 21:28,1.2489,146.23,443.69,12.04,2269.1,24.36,341.87,24.45,0.0458,12.51,777.54,10.7,46.84,21,1.944,0
WFR-2368,FAB-BATCH-119,27-08-2026 21:56,1.2127,146.01,450.39,12.012,2181.2,22.66,354.31,22.72,0.023,12.77,772.82,12.26,45.31,11,1.893,0
WFR-2369,FAB-BATCH-119,27-08-2026 22:24,1.2323,152.41,441.93,12.043,2148.6,24.99,339.04,24.77,0.0477,12.43,771.87,11,47.62,18,1.9,0
WFR-2370,FAB-BATCH-119,27-08-2026 22:52,1.2146,155.53,452.68,12.229,2179.8,22.72,364.12,24.86,0.0481,12.27,775.05,12.75,42.98,15,1.749,0
WFR-2371,FAB-BATCH-119,27-08-2026 23:20,1.2431,147.13,429.09,12.055,2208.4,28.12,343.81,25.84,0.0473,12.16,777.07,11.68,45.19,9,1.795,0
WFR-2372,FAB-BATCH-119,27-08-2026 23:48,1.3185,152.06,443.45,12.646,2202.3,26.71,348.21,24.34,0.0425,12.43,775.39,12.85,45.27,15,1.934,0
WFR-2373,FAB-BATCH-119,28-08-2026 00:16,1.1951,140.61,436.89,12.752,2184.3,23.56,352.64,24.83,0.0526,12.04,775.72,13.8,45.93,15,1.992,0
WFR-2374,FAB-BATCH-119,28-08-2026 00:44,1.1855,147.37,451.62,11.863,2123.6,27.05,345.48,23.81,0.0508,12.49,777.85,14.41,43.78,16,1.656,0
WFR-2375,FAB-BATCH-119,28-08-2026 01:12,1.3088,149.86,461.93,13.39,2218.8,29.13,351.15,24.21,0.0497,12.31,773.15,9.47,47.53,14,1.793,0
WFR-2376,FAB-BATCH-119,28-08-2026 01:40,1.2416,145.91,457.75,11.814,2278.9,28.08,354.6,23.28,0.055,11.82,774.45,11.5,45.02,12,1.852,0
WFR-2377,FAB-BATCH-119,28-08-2026 02:08,1.2232,145.79,421.54,11.368,2218.6,28.75,357.68,24.34,0.0448,12.45,779.09,12.14,43.37,12,1.762,0
WFR-2378,FAB-BATCH-119,28-08-2026 02:36,1.2916,146.99,474.5,12.767,2224.4,27.4,356.33,24.26,0.0442,12.05,774.51,13.05,44.98,13,1.768,0
WFR-2379,FAB-BATCH-119,28-08-2026 03:04,1.2258,151.31,453.54,11.928,2222.9,31.53,348.63,24.74,0.0666,11.95,771.83,10.52,44.53,10,1.897,0
WFR-2380,FAB-BATCH-119,28-08-2026 03:32,1.323,149.16,440.68,12.725,2215.9,29.65,348.83,24,0.0567,11.76,773.33,11.32,49.17,11,2.008,0
WFR-2381,FAB-BATCH-119,28-08-2026 04:00,1.2771,139.93,451.89,10.817,2237.3,27.19,368.79,24.57,0.0599,12.08,772.65,12.66,46.57,10,1.647,0
WFR-2382,FAB-BATCH-119,28-08-2026 04:28,1.2305,140.46,452.11,13.475,2215.8,31.31,357.6,24.23,0.0647,12.5,775.89,12.6,45.07,16,1.833,0
WFR-2383,FAB-BATCH-119,28-08-2026 04:56,1.3363,147.27,442,12.971,2187.5,34.56,342.63,24.23,0.0563,12.44,772.76,12.95,44.83,14,1.896,0
WFR-2384,FAB-BATCH-119,28-08-2026 05:24,1.2258,152.06,452.38,11.45,2168.2,32.38,350.8,24.56,0.0611,12.18,775.68,13.03,46.43,12,1.928,0
WFR-2385,FAB-BATCH-119,28-08-2026 05:52,1.2797,137.64,442.71,11.465,2190,37.18,347.32,24.53,0.031,12.3,773.16,12.91,46.5,16,1.882,0
WFR-2386,FAB-BATCH-119,28-08-2026 06:20,1.262,147.75,445.15,13.671,2212.6,35.11,348.92,25.11,0.0524,12.64,769.69,12.73,40.63,10,2.026,0
WFR-2387,FAB-BATCH-119,28-08-2026 06:48,1.3021,147.63,441.76,11.984,2187.4,35.48,340.16,24.4,0.0478,11.93,775.77,12.57,45.96,11,1.853,0
WFR-2388,FAB-BATCH-119,28-08-2026 07:16,1.3125,156.25,432.81,11.916,2212.6,35.09,346.7,24.22,0.0701,11.44,775.37,13.3,45.04,14,1.981,0
WFR-2389,FAB-BATCH-119,28-08-2026 07:44,1.2513,148.27,451.75,10.914,2217.6,35.76,364.49,24.36,0.0611,12.65,776.29,9.81,43.03,19,1.785,0
WFR-2390,FAB-BATCH-119,28-08-2026 08:12,1.2199,151.72,457.02,12.254,2233.3,35.92,354.63,23.93,0.0424,11.74,773.32,14.35,46.32,28,1.856,0
WFR-2391,FAB-BATCH-119,28-08-2026 08:40,1.2684,150.64,456.18,12.341,2251.3,36.4,330.07,24.21,0.0545,11.65,773.05,9.85,48.37,18,1.729,1
WFR-2392,FAB-BATCH-119,28-08-2026 09:08,1.2229,140.41,459.84,13.001,2203.1,38.61,359.73,26.12,0.052,11.1,776,11.21,45.84,20,1.94,0
WFR-2393,FAB-BATCH-119,28-08-2026 09:36,1.3305,153.46,453.89,11.521,2147.7,36.23,358.72,23.77,0.0555,12.29,778.8,12.23,46.65,13,1.838,0
WFR-2394,FAB-BATCH-119,28-08-2026 10:04,1.2555,150.97,443.61,11.436,2186.2,36.5,347.13,24.28,0.0378,11.19,775.03,13.31,47.71,11,1.886,0
WFR-2395,FAB-BATCH-119,28-08-2026 10:32,1.2354,152.29,460.08,12.816,2201.8,36.95,355.74,24.19,0.0543,11.62,776.06,8.91,43.75,15,1.819,0
WFR-2396,FAB-BATCH-119,28-08-2026 11:00,1.2574,167.67,433.71,13.205,2126.6,43.84,343.12,24.3,0.0473,12.29,774.2,12.47,42.21,14,1.909,0
WFR-2397,FAB-BATCH-119,28-08-2026 11:28,1.1961,140.62,439.19,11.4,2255.5,41.36,346.24,24.24,0.0534,12.36,771.14,13.45,45.99,11,1.89,0
WFR-2398,FAB-BATCH-119,28-08-2026 11:56,1.2111,157.76,438.43,13.257,2205.7,41.46,361.99,24.72,0.0413,11.67,777.42,13.69,44.63,15,1.751,0
WFR-2399,FAB-BATCH-119,28-08-2026 12:24,1.298,148.71,462.96,12.526,2215.3,39.28,347.83,23.13,0.043,11.93,777.27,11.66,42.94,14,1.756,0
WFR-2400,FAB-BATCH-119,28-08-2026 12:52,1.2237,151.29,461.31,13.264,2254.6,43.2,335.04,25.33,0.0641,11.56,776.78,12.14,44.88,13,1.847,0
WFR-2401,FAB-BATCH-119,28-08-2026 13:20,1.2081,,455.85,12.451,2174.8,42.27,349.49,25.01,0.0374,11.73,774.55,11.76,46.09,21,1.916,0
WFR-2402,FAB-BATCH-119,28-08-2026 13:48,1.2715,148.09,462.86,10.734,2223,43.48,349.37,23.51,0.0383,12.13,776.49,12.03,44.78,18,2.036,1
WFR-2403,FAB-BATCH-119,28-08-2026 14:16,1.2974,147.44,439.45,12.394,2195.6,41.65,359.59,22.68,0.0494,11.75,777.23,11.26,43.82,15,1.88,0
WFR-2404,FAB-BATCH-119,28-08-2026 14:44,1.2788,151.48,454.18,13.242,2192.6,44.47,350.11,23.72,0.0407,11.88,779.05,11.43,44.66,17,1.951,0
WFR-2405,FAB-BATCH-119,28-08-2026 15:12,1.2898,143.17,448.5,11.874,2169.1,43.85,346.63,24.31,0.0394,11.27,777.47,13.02,44.97,12,1.689,0
WFR-2406,FAB-BATCH-119,28-08-2026 15:40,1.2197,153.38,460.16,12.228,2266.6,43.72,358.36,26.56,,12.57,775.16,12.66,42.11,17,2.051,0
WFR-2407,FAB-BATCH-119,28-08-2026 16:08,1.1931,148.13,448.62,12.377,2185,47.27,350.97,24.93,0.0319,12.26,771.73,13.09,44.79,17,1.911,0
WFR-2408,FAB-BATCH-119,28-08-2026 16:36,1.3101,144.91,445.38,10.47,2228,43.27,344,23.05,0.0379,12.4,775.39,12.76,42.98,16,1.845,0
WFR-2409,FAB-BATCH-119,28-08-2026 17:04,1.2371,147.97,456.49,13.67,2125,48.03,359.24,23.95,0.0746,12.65,775.64,13.35,45.99,9,1.834,0
WFR-2410,FAB-BATCH-119,28-08-2026 17:32,1.24,155.66,460.51,11.869,2247.2,48.82,351.55,24.46,0.0555,11.59,776.77,13.55,42.66,14,1.739,0
WFR-2411,FAB-BATCH-119,28-08-2026 18:00,1.3031,147.59,441.98,12.854,2242.1,46.24,350.02,24.7,0.041,11.82,778.38,10.41,46.52,13,1.768,0
WFR-2412,FAB-BATCH-119,28-08-2026 18:28,1.2722,151.61,449.27,12.439,2203.9,46.91,351.42,23.45,0.055,11.05,774.76,11.47,44.39,17,2.041,0
WFR-2413,FAB-BATCH-119,28-08-2026 18:56,1.2682,146.71,437.3,13.38,2190.9,48.65,341.43,24.39,0.0568,13.57,780.25,12.22,44.19,19,1.751,0
WFR-2414,FAB-BATCH-119,28-08-2026 19:24,1.3366,153.41,420.02,12.784,2216,50.21,345.78,23.93,0.0619,11.93,770.6,12.47,45.44,16,1.749,0
WFR-2415,FAB-BATCH-119,28-08-2026 19:52,1.2243,153.08,452.41,12.336,2291.6,49.89,350.03,23.62,0.0485,12.52,776.05,11.7,43.7,18,1.78,0
WFR-2416,FAB-BATCH-119,28-08-2026 20:20,1.2871,158.32,457.31,11.875,2129.5,51.62,348.44,24.71,0.0617,11.38,773,13.59,45.42,16,1.73,0
WFR-2417,FAB-BATCH-119,28-08-2026 20:48,1.2523,149.21,453.14,13.058,2231.3,54.83,360.18,25.12,0.0255,12.5,770.23,14.88,43.9,12,1.852,0
WFR-2418,FAB-BATCH-119,28-08-2026 21:16,1.2607,153.01,426.61,11.189,2163.5,50.83,351.74,25.17,0.0373,12.93,774.5,12.72,44.16,10,1.959,0
WFR-2419,FAB-BATCH-119,28-08-2026 21:44,1.3111,150.44,445.79,12.952,2199.2,48.97,356.84,24.96,0.052,11.97,771.36,12.6,45.61,17,1.789,0
WFR-2420,FAB-BATCH-119,28-08-2026 22:12,1.2703,155.83,423.38,11.731,2190.1,54.6,350.08,24.1,0.054,11.49,774.6,13.52,43.29,13,1.713,0
WFR-2421,FAB-BATCH-119,28-08-2026 22:40,1.2715,146.77,466.44,13.377,2182.9,56.87,358.45,25.07,0.0391,11.93,775.09,10.26,43.1,14,1.879,0
WFR-2422,FAB-BATCH-119,28-08-2026 23:08,1.2929,153.35,436.97,12.613,2199.6,54.84,353.18,24.75,0.0531,10.89,777.8,12.53,45.37,17,1.844,0
WFR-2423,FAB-BATCH-119,28-08-2026 23:36,1.2354,149.12,465.06,12.951,2154.6,52.42,350.11,24.61,0.0425,11.98,771.23,13.67,44.96,16,1.95,0
WFR-2424,FAB-BATCH-119,29-08-2026 00:04,1.2164,149.71,461.35,12.557,2241.2,54.9,349.89,24.01,0.0467,12.41,777.27,11.73,45.25,18,1.805,0
WFR-2425,FAB-BATCH-119,29-08-2026 00:32,1.2082,150.41,439.19,11.273,2128.2,53.46,342.36,24.1,0.0623,11.98,775.25,11.03,45.49,17,1.824,0
WFR-2426,FAB-BATCH-120,29-08-2026 01:00,1.1713,151.14,436.41,11.897,2221.6,16.29,354.06,24.56,0.0609,11.86,777.57,12.28,45.09,12,1.835,0
WFR-2427,FAB-BATCH-120,29-08-2026 01:28,1.3322,149.48,454.2,12.971,2186.9,12.85,349.68,26.45,0.038,12.26,773.92,12.43,45.91,14,1.859,0
WFR-2428,FAB-BATCH-120,29-08-2026 01:56,1.2059,150.97,439.87,12.617,2153.2,15.5,345.98,24.74,0.0373,12.3,771.67,11.41,45.15,23,1.811,0
WFR-2429,FAB-BATCH-120,29-08-2026 02:24,1.2411,157.1,451.23,13.327,2208.1,14.64,358.85,24.01,0.0451,11.17,771.96,15.02,41.99,13,1.795,0
WFR-2430,FAB-BATCH-120,29-08-2026 02:52,1.2389,154.43,444.21,12.782,2137.7,17.45,340,23.83,0.0497,12.04,771.77,11.93,42.38,15,1.665,0
WFR-2431,FAB-BATCH-120,29-08-2026 03:20,1.2623,153.91,428.63,11.823,2201.6,17.02,346.62,24.11,0.0421,13.22,776.19,11.12,47.89,10,1.793,0
WFR-2432,FAB-BATCH-120,29-08-2026 03:48,1.2826,147.95,423.23,11.943,2143.1,18.65,358.22,26.24,0.0625,11.33,778.69,12.39,45,15,1.922,0
WFR-2433,FAB-BATCH-120,29-08-2026 04:16,1.2844,146,452.72,12.572,2218.5,18.89,352.52,24.18,0.0542,11.96,773.59,13.59,46.43,13,1.935,0
WFR-2434,FAB-BATCH-120,29-08-2026 04:44,1.2267,154.3,443.26,10.88,2163,17.43,349.62,25.23,0.0549,12.97,776.57,12.52,44.48,14,1.803,0
WFR-2435,FAB-BATCH-120,29-08-2026 05:12,1.2433,153.94,443.36,13.671,2182,21.2,352.01,24.2,0.0348,12.55,771.19,13.08,44.91,17,1.98,0
WFR-2436,FAB-BATCH-120,29-08-2026 05:40,1.2613,156.63,458.35,12.809,2211.8,20.4,351.44,24.71,0.064,11.74,775.45,11.45,44.32,23,1.847,0
WFR-2437,FAB-BATCH-120,29-08-2026 06:08,1.2401,147.28,464.08,13.359,2169.1,19.07,337.87,25.13,0.0162,12.1,776.67,14.29,48.7,15,1.716,0
WFR-2438,FAB-BATCH-120,29-08-2026 06:36,1.3143,148.97,446.73,11.394,2197.7,26.08,347.21,24.04,0.06,12,771.38,13.17,45.38,19,1.685,0
WFR-2439,FAB-BATCH-120,29-08-2026 07:04,1.2696,142.62,445.91,13.371,2139.4,23.1,362.93,23.99,0.0612,11.63,774.49,13.76,44.2,12,1.972,0
WFR-2440,FAB-BATCH-120,29-08-2026 07:32,1.2794,148.23,456,14.062,2225.2,22.39,344.73,25.83,0.0448,11.96,776.79,12.94,42.52,16,1.813,0
WFR-2441,FAB-BATCH-120,29-08-2026 08:00,1.2765,154.48,433.72,11.575,2270.6,26.08,347.45,25.29,0.0653,11.86,767.67,13.49,47.96,24,1.729,0
WFR-2442,FAB-BATCH-120,29-08-2026 08:28,1.2969,147.9,452.68,13.04,2311.7,27.48,345.67,25.13,0.0492,12.06,778.34,11.45,44.76,15,1.624,0
WFR-2443,FAB-BATCH-120,29-08-2026 08:56,1.2572,152.88,456.62,12.501,2203.6,24.06,349.3,25.13,0.0507,11.63,775.88,11.91,46.12,7,1.81,0
WFR-2444,FAB-BATCH-120,29-08-2026 09:24,1.1981,149.14,458.16,11.419,2231.5,25.59,345.34,24.87,0.0541,11.36,776.79,14.12,46.28,12,1.89,0
WFR-2445,FAB-BATCH-120,29-08-2026 09:52,1.266,151.46,426.76,12.845,2128.8,23.47,353.89,26.11,0.0882,11.98,773.97,14.37,44.31,11,1.78,0
WFR-2446,FAB-BATCH-120,29-08-2026 10:20,1.2239,144.84,440.86,13.084,2260.1,25.71,351.58,24.54,0.0661,12.86,770.69,11.12,46.01,13,1.745,0
WFR-2447,FAB-BATCH-120,29-08-2026 10:48,1.2289,150.38,439.46,12.079,2231,26.15,356.19,24.96,0.0584,12.04,776.34,12.8,44.09,16,1.795,0
WFR-2448,FAB-BATCH-120,29-08-2026 11:16,1.2735,136.54,451.2,13.316,2180.6,27.47,341.59,23.34,0.039,11.83,774.79,11.98,43.51,17,1.974,0
WFR-2449,FAB-BATCH-120,29-08-2026 11:44,1.2995,149.16,455.77,11.333,2249.5,28.32,347.28,23.84,0.0517,12.38,775.08,11.66,46.75,13,1.711,0
WFR-2450,FAB-BATCH-120,29-08-2026 12:12,1.2509,142.66,467.96,11.454,2189.8,29.32,348.19,23.54,0.0402,11.92,777.72,12.84,44.76,12,1.786,0
WFR-2451,FAB-BATCH-120,29-08-2026 12:40,1.2624,155.43,444.06,12.596,2181.7,29.23,353.65,25.52,0.0599,12.93,776.91,13.87,45.78,20,1.971,0
WFR-2452,FAB-BATCH-120,29-08-2026 13:08,1.3181,153.5,444.03,12.518,2219,26.88,343.65,22.46,0.0517,12,779.8,13.04,45.62,9,1.899,0
WFR-2453,FAB-BATCH-120,29-08-2026 13:36,1.2596,152.1,463.8,11.998,2157.5,27.97,357.33,24.18,0.0365,12.35,775.38,12.12,45.96,10,1.868,0
WFR-2454,FAB-BATCH-120,29-08-2026 14:04,1.3541,156.84,453.56,13.067,2240.9,29.31,359.49,22.11,0.051,11.62,773.27,13.12,42.67,14,1.785,0
WFR-2455,FAB-BATCH-120,29-08-2026 14:32,1.2726,145.73,465.21,12.872,2157.8,30.39,342.09,23.83,0.0398,12.25,774.53,12.07,44.12,12,1.853,0
WFR-2456,FAB-BATCH-120,29-08-2026 15:00,1.1796,157.86,453.46,13.101,2158,33.6,346.07,24.11,0.0518,12.14,776.04,12.99,44.51,14,1.796,0
WFR-2457,FAB-BATCH-120,29-08-2026 15:28,1.2801,154.19,436.11,12.414,2163.6,29.72,345.74,25.61,,11.97,777.54,14.18,43.75,21,1.764,0
WFR-2458,FAB-BATCH-120,29-08-2026 15:56,1.2652,148.94,434,12.922,2230.4,31.89,371.06,24.82,0.0503,11.75,771.33,10.01,45.64,12,1.742,0
WFR-2459,FAB-BATCH-120,29-08-2026 16:24,1.3016,155.11,431.38,12.188,2175.3,35.06,346.56,23.83,0.059,11.68,775.02,13.46,46.78,19,1.928,0
WFR-2460,FAB-BATCH-120,29-08-2026 16:52,1.2769,145.02,457.94,13.938,2146.1,33.1,363.42,25.35,0.0494,12.14,779.02,10.65,47.02,12,1.844,0
WFR-2461,FAB-BATCH-120,29-08-2026 17:20,1.2445,146.29,464.26,11.931,2175.8,35.17,339.87,24.51,0.0453,12.31,774.4,13.97,44.49,12,1.881,0
WFR-2462,FAB-BATCH-120,29-08-2026 17:48,1.201,147.26,472.19,13.974,2198.7,34.52,342.08,24.53,0.0524,11.94,777.33,11.74,45.44,12,1.865,1
WFR-2463,FAB-BATCH-120,29-08-2026 18:16,1.2416,147.62,460.12,12.524,2152.8,35.86,344.51,23.54,0.0584,12.14,776.23,11.04,45.67,19,1.894,0
WFR-2464,FAB-BATCH-120,29-08-2026 18:44,1.216,145.25,463.95,11.537,2153.9,35.44,343.23,23.71,0.0367,11.98,777.39,13.33,45.93,13,1.825,0
